id	name	category
DRUG:NEFAZODONE HYDROCHLORIDE	NEFAZODONE HYDROCHLORIDE	Drug
DRUG:NEFLAMAPIMOD	NEFLAMAPIMOD	Drug
DRUG:NEFOPAM	NEFOPAM	Drug
DRUG:NEIHULIZUMAB	NEIHULIZUMAB	Drug
DRUG:NELARABINE	NELARABINE	Drug
DRUG:NELFINAVIR	NELFINAVIR	Drug
DRUG:NELIVAPTAN	NELIVAPTAN	Drug
DRUG:NELOTANSERIN	NELOTANSERIN	Drug
DRUG:NEMIRALISIB	NEMIRALISIB	Drug
DRUG:NEMOLIZUMAB	NEMOLIZUMAB	Drug
DRUG:NEOMYCIN	NEOMYCIN	Drug
DRUG:NEOMYCIN SULFATE	NEOMYCIN SULFATE	Drug
DRUG:NEOMYCIN SULFATE\POLYMYXIN B SULFATE	NEOMYCIN SULFATE\POLYMYXIN B SULFATE	Drug
DRUG:NEOSTIGMINE	NEOSTIGMINE	Drug
DRUG:NEOSTIGMINE METHYLSULFATE	NEOSTIGMINE METHYLSULFATE	Drug
DRUG:NEPADUTANT	NEPADUTANT	Drug
DRUG:NEPAFENAC	NEPAFENAC	Drug
DRUG:NERAMEXANE MESYLATE	NERAMEXANE MESYLATE	Drug
DRUG:NERATINIB	NERATINIB	Drug
DRUG:NERATINIB MALEATE	NERATINIB MALEATE	Drug
DRUG:NERELIMOMAB	NERELIMOMAB	Drug
DRUG:NERIGLIATIN	NERIGLIATIN	Drug
DRUG:NERISPIRDINE	NERISPIRDINE	Drug
DRUG:NESIRITIDE	NESIRITIDE	Drug
DRUG:NESVACUMAB	NESVACUMAB	Drug
DRUG:NETARSUDIL	NETARSUDIL	Drug
DRUG:NETARSUDIL DIMESYLATE	NETARSUDIL DIMESYLATE	Drug
DRUG:NETAZEPIDE	NETAZEPIDE	Drug
DRUG:NETILMICIN	NETILMICIN	Drug
DRUG:NETOGLITAZONE	NETOGLITAZONE	Drug
DRUG:NETUPITANT	NETUPITANT	Drug
DRUG:NETUPITANT;PALONOSETRON	NETUPITANT;PALONOSETRON	Drug
DRUG:NEVANIMIBE	NEVANIMIBE	Drug
DRUG:NEVIRAPINE	NEVIRAPINE	Drug
DRUG:NEZULCITINIB	NEZULCITINIB	Drug
DRUG:NGD-8243	NGD-8243	Drug
DRUG:NI-0801	NI-0801	Drug
DRUG:NIACIN	NIACIN	Drug
DRUG:NIALAMIDE	NIALAMIDE	Drug
DRUG:NIAPRAZINE	NIAPRAZINE	Drug
DRUG:NICARDIPINE	NICARDIPINE	Drug
DRUG:NICARDIPINE HYDROCHLORIDE	NICARDIPINE HYDROCHLORIDE	Drug
DRUG:NICKEL	NICKEL	Drug
DRUG:NICODERM CQ CLEAR 7MG	NICODERM CQ CLEAR 7MG	Drug
DRUG:NICOMORPHINE	NICOMORPHINE	Drug
DRUG:NICORANDIL	NICORANDIL	Drug
DRUG:NICORETTE FRUIT CHILL OTC 2MG	NICORETTE FRUIT CHILL OTC 2MG	Drug
DRUG:NICORETTE FRUIT CHILL OTC 4MG	NICORETTE FRUIT CHILL OTC 4MG	Drug
DRUG:NICORETTE MINIS MINT 2 MG	NICORETTE MINIS MINT 2 MG	Drug
DRUG:NICORETTE NICOTINE POLACRILEX LOZENGE, 2MG	NICORETTE NICOTINE POLACRILEX LOZENGE, 2MG	Drug
DRUG:NICORETTE NICOTINE POLACRILEX LOZENGE, 4MG	NICORETTE NICOTINE POLACRILEX LOZENGE, 4MG	Drug
DRUG:NICORETTE NICOTINE POLACRILEX MINT LOZENGE, 4MG	NICORETTE NICOTINE POLACRILEX MINT LOZENGE, 4MG	Drug
DRUG:NICORETTE OTC 2MG	NICORETTE OTC 2MG	Drug
DRUG:NICORETTE OTC 4MG	NICORETTE OTC 4MG	Drug
DRUG:NICOTIANA SPP	NICOTIANA SPP	Drug
DRUG:NICOTINE	NICOTINE	Drug
DRUG:NICOTINE PATCH UNKNOWN BRAND	NICOTINE PATCH UNKNOWN BRAND	Drug
DRUG:NICOTINE POLACRILEX	NICOTINE POLACRILEX	Drug
DRUG:NICOTINE POLACRILEX GUM	NICOTINE POLACRILEX GUM	Drug
DRUG:NICOTINE POLACRILEX GUM 2 MG	NICOTINE POLACRILEX GUM 2 MG	Drug
DRUG:NICOTINE POLACRILEX GUM 4 MG ORIGINAL	NICOTINE POLACRILEX GUM 4 MG ORIGINAL	Drug
DRUG:NICOTINELL GUM	NICOTINELL GUM	Drug
DRUG:NICOTINE\TOBACCO LEAF	NICOTINE\TOBACCO LEAF	Drug
DRUG:NIDUFEXOR	NIDUFEXOR	Drug
DRUG:NIFEDIPINE	NIFEDIPINE	Drug
DRUG:NIFLUMIC ACID	NIFLUMIC ACID	Drug
DRUG:NIFUROXAZIDE	NIFUROXAZIDE	Drug
DRUG:NIKETHAMIDE	NIKETHAMIDE	Drug
DRUG:NILOTINIB	NILOTINIB	Drug
DRUG:NILOTINIB HYDROCHLORIDE MONOHYDRATE	NILOTINIB HYDROCHLORIDE MONOHYDRATE	Drug
DRUG:NILUTAMIDE	NILUTAMIDE	Drug
DRUG:NILVADIPINE	NILVADIPINE	Drug
DRUG:NIMACIMAB	NIMACIMAB	Drug
DRUG:NIMESULIDE	NIMESULIDE	Drug
DRUG:NIMODIPINE	NIMODIPINE	Drug
DRUG:NIMOTUZUMAB	NIMOTUZUMAB	Drug
DRUG:NINGETINIB	NINGETINIB	Drug
DRUG:NINTEDANIB	NINTEDANIB	Drug
DRUG:NINTEDANIB ESYLATE	NINTEDANIB ESYLATE	Drug
DRUG:NIPOCALIMAB	NIPOCALIMAB	Drug
DRUG:NIRAPARIB	NIRAPARIB	Drug
DRUG:NIRAPARIB TOSYLATE MONOHYDRATE	NIRAPARIB TOSYLATE MONOHYDRATE	Drug
DRUG:NIRMATRELVIR	NIRMATRELVIR	Drug
DRUG:NIRMATRELVIR;RITONAVIR	NIRMATRELVIR;RITONAVIR	Drug
DRUG:NIROGACESTAT	NIROGACESTAT	Drug
DRUG:NIROGACESTAT HYDROBROMIDE	NIROGACESTAT HYDROBROMIDE	Drug
DRUG:NIRSEVIMAB	NIRSEVIMAB	Drug
DRUG:NISOLDIPINE	NISOLDIPINE	Drug
DRUG:NITAZOXANIDE	NITAZOXANIDE	Drug
DRUG:NITISINONE	NITISINONE	Drug
DRUG:NITRAZEPAM	NITRAZEPAM	Drug
DRUG:NITREFAZOLE	NITREFAZOLE	Drug
DRUG:NITRENDIPINE	NITRENDIPINE	Drug
DRUG:NITRIC OXIDE	NITRIC OXIDE	Drug
DRUG:NITROFURANTOIN	NITROFURANTOIN	Drug
DRUG:NITROFURANTOIN\NITROFURANTOIN MONOHYDRATE	NITROFURANTOIN\NITROFURANTOIN MONOHYDRATE	Drug
DRUG:NITROFURAZONE	NITROFURAZONE	Drug
DRUG:NITROGLYCERIN	NITROGLYCERIN	Drug
DRUG:NITROPRUSSIDE	NITROPRUSSIDE	Drug
DRUG:NITROUS OXIDE	NITROUS OXIDE	Drug
DRUG:NIVOCASAN	NIVOCASAN	Drug
DRUG:NIVOLUMAB	NIVOLUMAB	Drug
DRUG:NIVOLUMAB, TRIAL	NIVOLUMAB, TRIAL	Drug
DRUG:NIVOLUMAB;RELATLIMAB	NIVOLUMAB;RELATLIMAB	Drug
DRUG:NIZATIDINE	NIZATIDINE	Drug
DRUG:NKTR-171	NKTR-171	Drug
DRUG:NMS-1116354	NMS-1116354	Drug
DRUG:NNC0114-0006	NNC0114-0006	Drug
DRUG:NO MEDICATION	NO MEDICATION	Drug
DRUG:NOGAPENDEKIN ALFA INBAKICEPT	NOGAPENDEKIN ALFA INBAKICEPT	Drug
DRUG:NOLASIBAN	NOLASIBAN	Drug
DRUG:NOLATREXED	NOLATREXED	Drug
DRUG:NOMACOPAN	NOMACOPAN	Drug
DRUG:NOMEGESTROL	NOMEGESTROL	Drug
DRUG:NOMEGESTROL ACETATE	NOMEGESTROL ACETATE	Drug
DRUG:NOMIFENSINE MALEATE	NOMIFENSINE MALEATE	Drug
DRUG:NONABINE	NONABINE	Drug
DRUG:NONACOG BETA PEGOL	NONACOG BETA PEGOL	Drug
DRUG:NONSTEROIDEAL ANTIINFLAMMATORIES, UNSPECIFIED	NONSTEROIDEAL ANTIINFLAMMATORIES, UNSPECIFIED	Drug
DRUG:NOOPEPT	NOOPEPT	Drug
DRUG:NORBUPRENORPHINE	NORBUPRENORPHINE	Drug
DRUG:NORDAZEPAM	NORDAZEPAM	Drug
DRUG:NORELGESTROMIN	NORELGESTROMIN	Drug
DRUG:NOREPINEPHRINE	NOREPINEPHRINE	Drug
DRUG:NOREPINEPHRINE BITARTRATE	NOREPINEPHRINE BITARTRATE	Drug
DRUG:NOREPINEPHRINE HYDROCHLORIDE, (+/-)-	NOREPINEPHRINE HYDROCHLORIDE, (+/-)-	Drug
DRUG:NORETHINDRONE	NORETHINDRONE	Drug
DRUG:NORETHINDRONE ACETATE	NORETHINDRONE ACETATE	Drug
DRUG:NORETHISTERONE	NORETHISTERONE	Drug
DRUG:NORETHYNODREL	NORETHYNODREL	Drug
DRUG:NORFENTANYL	NORFENTANYL	Drug
DRUG:NORFLOXACIN	NORFLOXACIN	Drug
DRUG:NORFLUOXETINE	NORFLUOXETINE	Drug
DRUG:NORGESTIMATE	NORGESTIMATE	Drug
DRUG:NORGESTREL	NORGESTREL	Drug
DRUG:NORTRIPTYLINE	NORTRIPTYLINE	Drug
DRUG:NORTRIPTYLINE HYDROCHLORIDE	NORTRIPTYLINE HYDROCHLORIDE	Drug
DRUG:NOSCAPINE	NOSCAPINE	Drug
DRUG:NRX195183	NRX195183	Drug
DRUG:NS-018	NS-018	Drug
DRUG:NS-2359	NS-2359	Drug
DRUG:NUSINERSEN	NUSINERSEN	Drug
DRUG:NUTRIENTS, UNSPECIFIED	NUTRIENTS, UNSPECIFIED	Drug
DRUG:NUTRIENTS, UNSPECIFIED;VITAMIN E	NUTRIENTS, UNSPECIFIED;VITAMIN E	Drug
DRUG:NUVARING ETHINYL ESTRADIOL) VAGINAL RING	NUVARING ETHINYL ESTRADIOL) VAGINAL RING	Drug
DRUG:NV-128	NV-128	Drug
DRUG:NYSTATIN	NYSTATIN	Drug
DRUG:NYSTATIN;TRIAMCINOLONE	NYSTATIN;TRIAMCINOLONE	Drug
DRUG:NYSTATIN\ZINC OXIDE	NYSTATIN\ZINC OXIDE	Drug
DRUG:OBATOCLAX MESYLATE	OBATOCLAX MESYLATE	Drug
DRUG:OBECABTAGENE AUTOLEUCEL	OBECABTAGENE AUTOLEUCEL	Drug
DRUG:OBEFAZIMOD	OBEFAZIMOD	Drug
DRUG:OBETICHOLIC ACID	OBETICHOLIC ACID	Drug
DRUG:OBEXELIMAB	OBEXELIMAB	Drug
DRUG:OBICETRAPIB	OBICETRAPIB	Drug
DRUG:OBINUTUZUMAB	OBINUTUZUMAB	Drug
DRUG:OCARATUZUMAB	OCARATUZUMAB	Drug
DRUG:OCIFISERTIB	OCIFISERTIB	Drug
DRUG:OCIPERLIMAB	OCIPERLIMAB	Drug
DRUG:OCRELIZUMAB	OCRELIZUMAB	Drug
DRUG:OCRIPLASMIN	OCRIPLASMIN	Drug
DRUG:OCTANOIC ACID	OCTANOIC ACID	Drug
DRUG:OCTINOXATE;OCTISALATE;OCTOCRILENE;OXYBENZONE;TITANIUM	OCTINOXATE;OCTISALATE;OCTOCRILENE;OXYBENZONE;TITANIUM	Drug
DRUG:OCTINOXATE\OCTISALATE\ZINC OXIDE	OCTINOXATE\OCTISALATE\ZINC OXIDE	Drug
DRUG:OCTINOXATE\OCTOCRYLENE	OCTINOXATE\OCTOCRYLENE	Drug
DRUG:OCTINOXATE\ZINC OXIDE	OCTINOXATE\ZINC OXIDE	Drug
DRUG:OCTOCOG ALFA	OCTOCOG ALFA	Drug
DRUG:OCTREOTIDE	OCTREOTIDE	Drug
DRUG:OCTREOTIDE ACETATE	OCTREOTIDE ACETATE	Drug
DRUG:ODANACATIB	ODANACATIB	Drug
DRUG:ODEVIXIBAT	ODEVIXIBAT	Drug
DRUG:ODEVIXIBAT SESQUIHYDRATE	ODEVIXIBAT SESQUIHYDRATE	Drug
DRUG:ODRONEXTAMAB	ODRONEXTAMAB	Drug
DRUG:ODULIMOMAB	ODULIMOMAB	Drug
DRUG:OFATUMUMAB	OFATUMUMAB	Drug
DRUG:OFLOXACIN	OFLOXACIN	Drug
DRUG:OGLEMILAST	OGLEMILAST	Drug
DRUG:OLACAFTOR	OLACAFTOR	Drug
DRUG:OLANZAPINE	OLANZAPINE	Drug
DRUG:OLANZAPINE PAMOATE	OLANZAPINE PAMOATE	Drug
DRUG:OLANZAPINE;SAMIDORPHAN	OLANZAPINE;SAMIDORPHAN	Drug
DRUG:OLAPARIB	OLAPARIB	Drug
DRUG:OLAPARIB, TRIAL	OLAPARIB, TRIAL	Drug
DRUG:OLAPTESED PEGOL	OLAPTESED PEGOL	Drug
DRUG:OLARATUMAB	OLARATUMAB	Drug
DRUG:OLCEGEPANT	OLCEGEPANT	Drug
DRUG:OLECLUMAB	OLECLUMAB	Drug
DRUG:OLENDALIZUMAB	OLENDALIZUMAB	Drug
DRUG:OLICERIDINE	OLICERIDINE	Drug
DRUG:OLINCIGUAT	OLINCIGUAT	Drug
DRUG:OLINVACIMAB	OLINVACIMAB	Drug
DRUG:OLITIGALTIN	OLITIGALTIN	Drug
DRUG:OLMESARTAN	OLMESARTAN	Drug
DRUG:OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL	Drug
DRUG:OLMUTINIB	OLMUTINIB	Drug
DRUG:OLOCROLIMUS	OLOCROLIMUS	Drug
DRUG:OLODANRIGAN	OLODANRIGAN	Drug
DRUG:OLODATEROL	OLODATEROL	Drug
DRUG:OLODATEROL HYDROCHLORIDE	OLODATEROL HYDROCHLORIDE	Drug
DRUG:OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE	OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE	Drug
DRUG:OLODATEROL, TRIAL;TIOTROPIUM, TRIAL	OLODATEROL, TRIAL;TIOTROPIUM, TRIAL	Drug
DRUG:OLODATEROL;TIOTROPIUM	OLODATEROL;TIOTROPIUM	Drug
DRUG:OLOKIZUMAB	OLOKIZUMAB	Drug
DRUG:OLOPATADINE	OLOPATADINE	Drug
DRUG:OLOPATADINE HYDROCHLORIDE	OLOPATADINE HYDROCHLORIDE	Drug
DRUG:OLORINAB	OLORINAB	Drug
DRUG:OLSALAZINE SODIUM	OLSALAZINE SODIUM	Drug
DRUG:OLUMACOSTAT GLASARETIL	OLUMACOSTAT GLASARETIL	Drug
DRUG:OLUTASIDENIB	OLUTASIDENIB	Drug
DRUG:OLVEREMBATINIB	OLVEREMBATINIB	Drug
DRUG:OMACETAXINE	OMACETAXINE	Drug
DRUG:OMADACYCLINE	OMADACYCLINE	Drug
DRUG:OMALIZUMAB	OMALIZUMAB	Drug
DRUG:OMARIGLIPTIN	OMARIGLIPTIN	Drug
DRUG:OMAVELOXOLONE	OMAVELOXOLONE	Drug
DRUG:OMBIPEPIMUT-S	OMBIPEPIMUT-S	Drug
DRUG:OMBITASVIR	OMBITASVIR	Drug
DRUG:OMBITASVIR;PARITAPREVIR;RITONAVIR	OMBITASVIR;PARITAPREVIR;RITONAVIR	Drug
DRUG:OMBRABULIN	OMBRABULIN	Drug
DRUG:OMECAMTIV MECARBIL	OMECAMTIV MECARBIL	Drug
DRUG:OMEGA-3-ACID ETHYL ESTERS	OMEGA-3-ACID ETHYL ESTERS	Drug
DRUG:OMEPRAZOLE	OMEPRAZOLE	Drug
DRUG:OMEPRAZOLE MAGNESIUM	OMEPRAZOLE MAGNESIUM	Drug
DRUG:OMEPRAZOLE SODIUM	OMEPRAZOLE SODIUM	Drug
DRUG:OMEPRAZOLE;SODIUM BICARBONATE	OMEPRAZOLE;SODIUM BICARBONATE	Drug
DRUG:OMEPRAZOLE\SODIUM BICARBONATE	OMEPRAZOLE\SODIUM BICARBONATE	Drug
DRUG:OMFILOCTOCOG ALFA	OMFILOCTOCOG ALFA	Drug
DRUG:OMIDENEPAG	OMIDENEPAG	Drug
DRUG:OMIDENEPAG ISOPROPYL	OMIDENEPAG ISOPROPYL	Drug
DRUG:OMIPALISIB	OMIPALISIB	Drug
DRUG:OMS405	OMS405	Drug
DRUG:ONABOTULINUMTOXINA	ONABOTULINUMTOXINA	Drug
DRUG:ONALESPIB	ONALESPIB	Drug
DRUG:ONAPRISTONE	ONAPRISTONE	Drug
DRUG:ONARTUZUMAB	ONARTUZUMAB	Drug
DRUG:ONASEMNOGENE ABEPARVOVEC	ONASEMNOGENE ABEPARVOVEC	Drug
DRUG:ONATASERTIB	ONATASERTIB	Drug
DRUG:ONCOLYSIN B	ONCOLYSIN B	Drug
DRUG:ONCOLYSIN CD6	ONCOLYSIN CD6	Drug
DRUG:ONCOLYSIN M	ONCOLYSIN M	Drug
DRUG:ONCOLYSIN S	ONCOLYSIN S	Drug
DRUG:ONDANSETRON	ONDANSETRON	Drug
DRUG:ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	Drug
DRUG:ONDELOPRAN	ONDELOPRAN	Drug
DRUG:ONERCEPT	ONERCEPT	Drug
DRUG:ONGERICIMAB	ONGERICIMAB	Drug
DRUG:ONO-2333MS	ONO-2333MS	Drug
DRUG:ONO-2952	ONO-2952	Drug
DRUG:ONO-5334	ONO-5334	Drug
DRUG:ONO-8539	ONO-8539	Drug
DRUG:ONTAMALIMAB	ONTAMALIMAB	Drug
DRUG:ONTUXIZUMAB	ONTUXIZUMAB	Drug
DRUG:ONVANSERTIB	ONVANSERTIB	Drug
DRUG:ONVITRELIN UCALONTIDE	ONVITRELIN UCALONTIDE	Drug
DRUG:ONZIGOLIDE	ONZIGOLIDE	Drug
DRUG:OPICAPONE	OPICAPONE	Drug
DRUG:OPICINUMAB	OPICINUMAB	Drug
DRUG:OPIGOLIX	OPIGOLIX	Drug
DRUG:OPIOIDS, UNSPECIFIED	OPIOIDS, UNSPECIFIED	Drug
DRUG:OPIPRAMOL	OPIPRAMOL	Drug
DRUG:OPIUM	OPIUM	Drug
DRUG:OPIUM;PARACETAMOL	OPIUM;PARACETAMOL	Drug
DRUG:OPORTUZUMAB MONATOX	OPORTUZUMAB MONATOX	Drug
DRUG:OPRELVEKIN	OPRELVEKIN	Drug
DRUG:OPROZOMIB	OPROZOMIB	Drug
DRUG:ORANTINIB	ORANTINIB	Drug
DRUG:ORDESEKIMAB	ORDESEKIMAB	Drug
DRUG:ORDOPIDINE	ORDOPIDINE	Drug
DRUG:OREGOVOMAB	OREGOVOMAB	Drug
DRUG:ORELABRUTINIB	ORELABRUTINIB	Drug
DRUG:ORG-25935	ORG-25935	Drug
DRUG:ORG-34517	ORG-34517	Drug
DRUG:ORILANOLIMAB	ORILANOLIMAB	Drug
DRUG:ORITAVANCIN	ORITAVANCIN	Drug
DRUG:ORLISTAT	ORLISTAT	Drug
DRUG:ORM-12741	ORM-12741	Drug
DRUG:ORN-0829 HYDRATE	ORN-0829 HYDRATE	Drug
DRUG:ORNIDAZOLE	ORNIDAZOLE	Drug
DRUG:ORNITHINE	ORNITHINE	Drug
DRUG:ORP-101	ORP-101	Drug
DRUG:ORPHENADRINE	ORPHENADRINE	Drug
DRUG:ORPHENADRINE CITRATE	ORPHENADRINE CITRATE	Drug
DRUG:ORPHENADRINE HYDROCHLORIDE	ORPHENADRINE HYDROCHLORIDE	Drug
DRUG:ORTERONEL	ORTERONEL	Drug
DRUG:ORVEPITANT	ORVEPITANT	Drug
DRUG:ORYZANOL	ORYZANOL	Drug
DRUG:OSAVAMPATOR	OSAVAMPATOR	Drug
DRUG:OSELTAMIVIR	OSELTAMIVIR	Drug
DRUG:OSELTAMIVIR PHOSPHATE	OSELTAMIVIR PHOSPHATE	Drug
DRUG:OSEMOZOTAN	OSEMOZOTAN	Drug
DRUG:OSI-027	OSI-027	Drug
DRUG:OSI-632	OSI-632	Drug
DRUG:OSI-7904	OSI-7904	Drug
DRUG:OSI-930	OSI-930	Drug
DRUG:OSILODROSTAT PHOSPHATE	OSILODROSTAT PHOSPHATE	Drug
DRUG:OSIMERTINIB	OSIMERTINIB	Drug
DRUG:OSIMERTINIB MESYLATE	OSIMERTINIB MESYLATE	Drug
DRUG:OSOCIMAB	OSOCIMAB	Drug
DRUG:OSORESNONTRINE	OSORESNONTRINE	Drug
DRUG:OSPEMIFENE	OSPEMIFENE	Drug
DRUG:OSTABOLIN-C	OSTABOLIN-C	Drug
DRUG:OSTILODROSTAT	OSTILODROSTAT	Drug
DRUG:OTAMIXABAN	OTAMIXABAN	Drug
DRUG:OTELIXIZUMAB	OTELIXIZUMAB	Drug
DRUG:OTENABANT	OTENABANT	Drug
DRUG:OTESECONAZOLE	OTESECONAZOLE	Drug
DRUG:OTILIMAB	OTILIMAB	Drug
DRUG:OTILONIUM	OTILONIUM	Drug
DRUG:OTLERTUZUMAB	OTLERTUZUMAB	Drug
DRUG:OXACILLIN	OXACILLIN	Drug
DRUG:OXALIPLATIN	OXALIPLATIN	Drug
DRUG:OXANDROLONE	OXANDROLONE	Drug
DRUG:OXAPROZIN	OXAPROZIN	Drug
DRUG:OXAPROZIN POTASSIUM	OXAPROZIN POTASSIUM	Drug
DRUG:OXATOMIDE	OXATOMIDE	Drug
DRUG:OXAZEPAM	OXAZEPAM	Drug
DRUG:OXAZOLAM	OXAZOLAM	Drug
DRUG:OXCARBAZEPINE	OXCARBAZEPINE	Drug
DRUG:OXELUMAB	OXELUMAB	Drug
DRUG:OXETORONE	OXETORONE	Drug
DRUG:OXIGLUTATIONE	OXIGLUTATIONE	Drug
DRUG:OXITRIPTAN	OXITRIPTAN	Drug
DRUG:OXOMEMAZINE	OXOMEMAZINE	Drug
DRUG:OXPRENOLOL	OXPRENOLOL	Drug
DRUG:OXPRENOLOL HYDROCHLORIDE	OXPRENOLOL HYDROCHLORIDE	Drug
DRUG:OXTRIPHYLLINE	OXTRIPHYLLINE	Drug
DRUG:OXYBATE SODIUM	OXYBATE SODIUM	Drug
DRUG:OXYBUPROCAINE	OXYBUPROCAINE	Drug
DRUG:OXYBUTYNIN	OXYBUTYNIN	Drug
DRUG:OXYBUTYNIN CHLORIDE	OXYBUTYNIN CHLORIDE	Drug
DRUG:OXYCODEGOL	OXYCODEGOL	Drug
DRUG:OXYCODONE	OXYCODONE	Drug
DRUG:OXYCODONE HYDROCHLORIDE	OXYCODONE HYDROCHLORIDE	Drug
DRUG:OXYCODONE TEREPHTHALATE	OXYCODONE TEREPHTHALATE	Drug
DRUG:OXYCODONE+PARACETAMOL	OXYCODONE+PARACETAMOL	Drug
DRUG:OXYCODONE;PARACETAMOL	OXYCODONE;PARACETAMOL	Drug
DRUG:OXYGEN	OXYGEN	Drug
DRUG:OXYMETAZOLINE	OXYMETAZOLINE	Drug
DRUG:OXYMETAZOLINE HYDROCHLORIDE	OXYMETAZOLINE HYDROCHLORIDE	Drug
DRUG:OXYMETAZOLINE HYDROCHLORIDE\PREDNISOLONE SODIUM PHOSPHATE	OXYMETAZOLINE HYDROCHLORIDE\PREDNISOLONE SODIUM PHOSPHATE	Drug
DRUG:OXYMETHOLONE	OXYMETHOLONE	Drug
DRUG:OXYMORPHONE	OXYMORPHONE	Drug
DRUG:OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE	Drug
DRUG:OXYPHENBUTAZONE	OXYPHENBUTAZONE	Drug
DRUG:OXYPHENCYCLIMINE HYDROCHLORIDE	OXYPHENCYCLIMINE HYDROCHLORIDE	Drug
DRUG:OXYPHENONIUM BROMIDE	OXYPHENONIUM BROMIDE	Drug
DRUG:OXYPURINOL	OXYPURINOL	Drug
DRUG:OXYTETRACYCLINE	OXYTETRACYCLINE	Drug
DRUG:OXYTOCIN	OXYTOCIN	Drug
DRUG:OXYTOCIN\SODIUM CHLORIDE	OXYTOCIN\SODIUM CHLORIDE	Drug
DRUG:OZAGREL	OZAGREL	Drug
DRUG:OZANEZUMAB	OZANEZUMAB	Drug
DRUG:OZANIMOD	OZANIMOD	Drug
DRUG:OZANIMOD HYDROCHLORIDE	OZANIMOD HYDROCHLORIDE	Drug
DRUG:OZARELIX	OZARELIX	Drug
DRUG:OZORALIZUMAB	OZORALIZUMAB	Drug
DRUG:PABINAFUSP ALFA	PABINAFUSP ALFA	Drug
DRUG:PAC-14028	PAC-14028	Drug
DRUG:PACIBEKITUG	PACIBEKITUG	Drug
DRUG:PACLITAXEL	PACLITAXEL	Drug
DRUG:PACLITAXEL  UNK, UNKUNK	PACLITAXEL  UNK, UNKUNK	Drug
DRUG:PACLITAXEL DOCOSAHEXAENOIC ACID	PACLITAXEL DOCOSAHEXAENOIC ACID	Drug
DRUG:PACLITAXEL POLIGLUMEX	PACLITAXEL POLIGLUMEX	Drug
DRUG:PACLITAXEL, TRIAL	PACLITAXEL, TRIAL	Drug
DRUG:PACMILIMAB	PACMILIMAB	Drug
DRUG:PACRITINIB	PACRITINIB	Drug
DRUG:PACRITINIB CITRATE	PACRITINIB CITRATE	Drug
DRUG:PACTIMIBE	PACTIMIBE	Drug
DRUG:PADSEVONIL	PADSEVONIL	Drug
DRUG:PAFOLACIANINE SODIUM	PAFOLACIANINE SODIUM	Drug
DRUG:PAGOCLONE	PAGOCLONE	Drug
DRUG:PALBOCICLIB	PALBOCICLIB	Drug
DRUG:PALIFERMIN	PALIFERMIN	Drug
DRUG:PALIPERIDONE	PALIPERIDONE	Drug
DRUG:PALIPERIDONE PALMITATE	PALIPERIDONE PALMITATE	Drug
DRUG:PALIVIZUMAB	PALIVIZUMAB	Drug
DRUG:PALMIDROL	PALMIDROL	Drug
DRUG:PALOMID-529	PALOMID-529	Drug
DRUG:PALONOSETRON	PALONOSETRON	Drug
DRUG:PALONOSETRON HYDROCHLORIDE	PALONOSETRON HYDROCHLORIDE	Drug
DRUG:PALOPEGTERIPARATIDE	PALOPEGTERIPARATIDE	Drug
DRUG:PALOSURAN	PALOSURAN	Drug
DRUG:PALOVAROTENE	PALOVAROTENE	Drug
DRUG:PALTUSOTINE	PALTUSOTINE	Drug
DRUG:PAMAPIMOD	PAMAPIMOD	Drug
DRUG:PAMIDRONATE DISODIUM	PAMIDRONATE DISODIUM	Drug
DRUG:PAMIDRONIC ACID	PAMIDRONIC ACID	Drug
DRUG:PAMIPARIB	PAMIPARIB	Drug
DRUG:PAMITEPLASE	PAMITEPLASE	Drug
DRUG:PAMREVLUMAB	PAMREVLUMAB	Drug
DRUG:PANAX SPP	PANAX SPP	Drug
DRUG:PANCURONIUM	PANCURONIUM	Drug
DRUG:PANCURONIUM BROMIDE	PANCURONIUM BROMIDE	Drug
DRUG:PANITUMUMAB	PANITUMUMAB	Drug
DRUG:PANOBINOSTAT	PANOBINOSTAT	Drug
DRUG:PANOBINOSTAT LACTATE	PANOBINOSTAT LACTATE	Drug
DRUG:PANOBINOSTAT, TRIAL	PANOBINOSTAT, TRIAL	Drug
DRUG:PANTOPRAZOLE	PANTOPRAZOLE	Drug
DRUG:PANTOPRAZOLE SODIUM	PANTOPRAZOLE SODIUM	Drug
DRUG:PANULISIB	PANULISIB	Drug
DRUG:PAPAVER SPP;PARACETAMOL	PAPAVER SPP;PARACETAMOL	Drug
DRUG:PAPAVERINE	PAPAVERINE	Drug
DRUG:PARACETAMOL	PARACETAMOL	Drug
DRUG:PARACETAMOL;ACETILSALYCILIC ACID;CAFFEINE	PARACETAMOL;ACETILSALYCILIC ACID;CAFFEINE	Drug
DRUG:PARACETAMOL;ACETILSALYCILIC ACID;CAFFEINE;SALICYLAMIDE	PARACETAMOL;ACETILSALYCILIC ACID;CAFFEINE;SALICYLAMIDE	Drug
